record_id,txn_date,fiscal_year,account,department,region,customer_name,customer_email,revenue,cogs,gross_profit,operating_expense,net_income,tax_amount,cash_balance
253,2024-02-02,2024,1003,18,South,Customer 00253,customer00253@example.com,14361,7819,6542,5307,1235,259,124541
254,2025-03-03,2025,1004,19,East,Customer 00254,customer00254@example.com,14398,7842,6556,5326,1230,258,124638
255,2021-04-04,2021,1005,20,West,Customer 00255,customer00255@example.com,14435,7865,6570,5345,1225,257,124735
256,2022-05-05,2022,1006,21,North,Customer 00256,customer00256@example.com,14472,7888,6584,5364,1220,256,124832
257,2023-06-06,2023,1007,22,South,Customer 00257,customer00257@example.com,14509,7911,6598,5383,1215,255,124929
258,2024-07-07,2024,1008,23,East,Customer 00258,customer00258@example.com,14546,7934,6612,5402,1210,254,125026
259,2025-08-08,2025,1009,24,West,Customer 00259,customer00259@example.com,14583,7957,6626,5421,1205,253,125123
260,2021-09-09,2021,1010,25,North,Customer 00260,customer00260@example.com,14620,7980,6640,5440,1200,252,125220
261,2022-10-10,2022,1011,26,South,Customer 00261,customer00261@example.com,14657,8003,6654,5459,1195,250,125317
262,2023-11-11,2023,1012,27,East,Customer 00262,customer00262@example.com,14694,8026,6668,5478,1190,249,125414
263,2024-12-12,2024,1013,28,West,Customer 00263,customer00263@example.com,14731,8049,6682,5497,1185,248,125511
264,2025-01-13,2025,1014,29,North,Customer 00264,customer00264@example.com,14768,8072,6696,5516,1180,247,125608
265,2021-02-14,2021,1015,30,South,Customer 00265,customer00265@example.com,14805,8095,6710,5535,1175,246,125705
266,2022-03-15,2022,1016,31,East,Customer 00266,customer00266@example.com,14842,8118,6724,5554,1170,245,125802
267,2023-04-16,2023,1017,32,West,Customer 00267,customer00267@example.com,14879,8141,6738,5573,1165,244,125899
268,2024-05-17,2024,1018,33,North,Customer 00268,customer00268@example.com,14916,8164,6752,5592,1160,243,125996
269,2025-06-18,2025,1019,34,South,Customer 00269,customer00269@example.com,14953,8187,6766,5611,1155,242,126093
270,2021-07-19,2021,1020,35,East,Customer 00270,customer00270@example.com,14990,8210,6780,5630,1150,241,126190
271,2022-08-20,2022,1021,36,West,Customer 00271,customer00271@example.com,15027,8233,6794,5649,1145,240,126287
272,2023-09-21,2023,1022,37,North,Customer 00272,customer00272@example.com,15064,8256,6808,5668,1140,239,126384
273,2024-10-22,2024,1023,38,South,Customer 00273,customer00273@example.com,15101,8279,6822,5687,1135,238,126481
274,2025-11-23,2025,1024,39,East,Customer 00274,customer00274@example.com,15138,8302,6836,5706,1130,237,126578
275,2021-12-24,2021,1025,40,West,Customer 00275,customer00275@example.com,15175,8325,6850,5725,1125,236,126675
276,2022-01-25,2022,1026,41,North,Customer 00276,customer00276@example.com,15212,8348,6864,5744,1120,235,126772
277,2023-02-26,2023,1027,42,South,Customer 00277,customer00277@example.com,15249,8371,6878,5763,1115,234,126869
278,2024-03-27,2024,1028,43,East,Customer 00278,customer00278@example.com,15286,8394,6892,5782,1110,233,126966
279,2025-04-28,2025,1029,44,West,Customer 00279,customer00279@example.com,15323,8417,6906,5801,1105,232,127063
280,2021-05-01,2021,1030,10,North,Customer 00280,customer00280@example.com,15360,8440,6920,5820,1100,231,127160
281,2022-06-02,2022,1031,11,South,Customer 00281,customer00281@example.com,15397,8463,6934,5839,1095,229,127257
282,2023-07-03,2023,1032,12,East,Customer 00282,customer00282@example.com,15434,8486,6948,5858,1090,228,127354
283,2024-08-04,2024,1033,13,West,Customer 00283,customer00283@example.com,15471,8509,6962,5877,1085,227,127451
284,2025-09-05,2025,1034,14,North,Customer 00284,customer00284@example.com,15508,8532,6976,5896,1080,226,127548
285,2021-10-06,2021,1035,15,South,Customer 00285,customer00285@example.com,15545,8555,6990,5915,1075,225,127645
286,2022-11-07,2022,1036,16,East,Customer 00286,customer00286@example.com,15582,8578,7004,5934,1070,224,127742
287,2023-12-08,2023,1037,17,West,Customer 00287,customer00287@example.com,15619,8601,7018,5953,1065,223,127839
288,2024-01-09,2024,1038,18,North,Customer 00288,customer00288@example.com,15656,8624,7032,5972,1060,222,127936
289,2025-02-10,2025,1039,19,South,Customer 00289,customer00289@example.com,15693,8647,7046,5991,1055,221,128033
290,2021-03-11,2021,1040,20,East,Customer 00290,customer00290@example.com,15730,8670,7060,6010,1050,220,128130
291,2022-04-12,2022,1041,21,West,Customer 00291,customer00291@example.com,15767,8693,7074,6029,1045,219,128227
292,2023-05-13,2023,1042,22,North,Customer 00292,customer00292@example.com,15804,8716,7088,6048,1040,218,128324
293,2024-06-14,2024,1043,23,South,Customer 00293,customer00293@example.com,15841,8739,7102,6067,1035,217,128421
294,2025-07-15,2025,1044,24,East,Customer 00294,customer00294@example.com,15878,8762,7116,6086,1030,216,128518
295,2021-08-16,2021,1045,25,West,Customer 00295,customer00295@example.com,15915,8785,7130,6105,1025,215,128615
296,2022-09-17,2022,1046,26,North,Customer 00296,customer00296@example.com,15952,8808,7144,6124,1020,214,128712
297,2023-10-18,2023,1047,27,South,Customer 00297,customer00297@example.com,15989,8831,7158,6143,1015,213,128809
298,2024-11-19,2024,1048,28,East,Customer 00298,customer00298@example.com,16026,8854,7172,6162,1010,212,128906
299,2025-12-20,2025,1049,29,West,Customer 00299,customer00299@example.com,16063,8877,7186,6181,1005,211,129003
300,2021-01-21,2021,1050,30,North,Customer 00300,customer00300@example.com,16100,8900,7200,6200,1000,210,129100
301,2022-02-22,2022,1051,31,South,Customer 00301,customer00301@example.com,16137,8923,7214,6219,995,208,129197
302,2023-03-23,2023,1052,32,East,Customer 00302,customer00302@example.com,16174,8946,7228,6238,990,207,129294
303,2024-04-24,2024,1053,33,West,Customer 00303,customer00303@example.com,16211,8969,7242,6257,985,206,129391
304,2025-05-25,2025,1054,34,North,Customer 00304,customer00304@example.com,16248,8992,7256,6276,980,205,129488
305,2021-06-26,2021,1055,35,South,Customer 00305,customer00305@example.com,16285,9015,7270,6295,975,204,129585
306,2022-07-27,2022,1056,36,East,Customer 00306,customer00306@example.com,16322,9038,7284,6314,970,203,129682
307,2023-08-28,2023,1057,37,West,Customer 00307,customer00307@example.com,16359,9061,7298,6333,965,202,129779
308,2024-09-01,2024,1058,38,North,Customer 00308,customer00308@example.com,16396,9084,7312,6352,960,201,129876
309,2025-10-02,2025,1059,39,South,Customer 00309,customer00309@example.com,16433,9107,7326,6371,955,200,129973
310,2021-11-03,2021,1060,40,East,Customer 00310,customer00310@example.com,16470,9130,7340,6390,950,199,130070
311,2022-12-04,2022,1061,41,West,Customer 00311,customer00311@example.com,16507,9153,7354,6409,945,198,130167
312,2023-01-05,2023,1062,42,North,Customer 00312,customer00312@example.com,16544,9176,7368,6428,940,197,130264
313,2024-02-06,2024,1063,43,South,Customer 00313,customer00313@example.com,16581,9199,7382,6447,935,196,130361
314,2025-03-07,2025,1064,44,East,Customer 00314,customer00314@example.com,16618,9222,7396,6466,930,195,130458
315,2021-04-08,2021,1065,10,West,Customer 00315,customer00315@example.com,16655,9245,7410,6485,925,194,130555
316,2022-05-09,2022,1066,11,North,Customer 00316,customer00316@example.com,16692,9268,7424,6504,920,193,130652
317,2023-06-10,2023,1067,12,South,Customer 00317,customer00317@example.com,16729,9291,7438,6523,915,192,130749
318,2024-07-11,2024,1068,13,East,Customer 00318,customer00318@example.com,16766,9314,7452,6542,910,191,130846
319,2025-08-12,2025,1069,14,West,Customer 00319,customer00319@example.com,16803,9337,7466,6561,905,190,130943
320,2021-09-13,2021,1070,15,North,Customer 00320,customer00320@example.com,16840,9360,7480,6580,900,189,131040
321,2022-10-14,2022,1071,16,South,Customer 00321,customer00321@example.com,16877,9383,7494,6599,895,187,131137
322,2023-11-15,2023,1072,17,East,Customer 00322,customer00322@example.com,16914,9406,7508,6618,890,186,131234
323,2024-12-16,2024,1073,18,West,Customer 00323,customer00323@example.com,16951,9429,7522,6637,885,185,131331
324,2025-01-17,2025,1074,19,North,Customer 00324,customer00324@example.com,16988,9452,7536,6656,880,184,131428
325,2021-02-18,2021,1075,20,South,Customer 00325,customer00325@example.com,17025,9475,7550,6675,875,183,131525
326,2022-03-19,2022,1076,21,East,Customer 00326,customer00326@example.com,17062,9498,7564,6694,870,182,131622
327,2023-04-20,2023,1077,22,West,Customer 00327,customer00327@example.com,17099,9521,7578,6713,865,181,131719
328,2024-05-21,2024,1078,23,North,Customer 00328,customer00328@example.com,17136,9544,7592,6732,860,180,131816
329,2025-06-22,2025,1079,24,South,Customer 00329,customer00329@example.com,17173,9567,7606,6751,855,179,131913
330,2021-07-23,2021,1080,25,East,Customer 00330,customer00330@example.com,17210,9590,7620,6770,850,178,132010
331,2022-08-24,2022,1081,26,West,Customer 00331,customer00331@example.com,17247,9613,7634,6789,845,177,132107
332,2023-09-25,2023,1082,27,North,Customer 00332,customer00332@example.com,17284,9636,7648,6808,840,176,132204
333,2024-10-26,2024,1083,28,South,Customer 00333,customer00333@example.com,17321,9659,7662,6827,835,175,132301
334,2025-11-27,2025,1084,29,East,Customer 00334,customer00334@example.com,17358,9682,7676,6846,830,174,132398
335,2021-12-28,2021,1085,30,West,Customer 00335,customer00335@example.com,17395,9705,7690,6865,825,173,132495
336,2022-01-01,2022,1086,31,North,Customer 00336,customer00336@example.com,17432,9728,7704,6884,820,172,132592
337,2023-02-02,2023,1087,32,South,Customer 00337,customer00337@example.com,17469,9751,7718,6903,815,171,132689
338,2024-03-03,2024,1088,33,East,Customer 00338,customer00338@example.com,17506,9774,7732,6922,810,170,132786
339,2025-04-04,2025,1089,34,West,Customer 00339,customer00339@example.com,17543,9797,7746,6941,805,169,132883
340,2021-05-05,2021,1090,35,North,Customer 00340,customer00340@example.com,17580,9820,7760,6960,800,168,132980
341,2022-06-06,2022,1091,36,South,Customer 00341,customer00341@example.com,17617,9843,7774,6979,795,166,133077
342,2023-07-07,2023,1092,37,East,Customer 00342,customer00342@example.com,17654,9866,7788,6998,790,165,133174
343,2024-08-08,2024,1093,38,West,Customer 00343,customer00343@example.com,17691,9889,7802,7017,785,164,133271
344,2025-09-09,2025,1094,39,North,Customer 00344,customer00344@example.com,17728,9912,7816,7036,780,163,133368
345,2021-10-10,2021,1095,40,South,Customer 00345,customer00345@example.com,17765,9935,7830,7055,775,162,133465
346,2022-11-11,2022,1096,41,East,Customer 00346,customer00346@example.com,17802,9958,7844,7074,770,161,133562
347,2023-12-12,2023,1097,42,West,Customer 00347,customer00347@example.com,17839,9981,7858,7093,765,160,133659
348,2024-01-13,2024,1098,43,North,Customer 00348,customer00348@example.com,17876,10004,7872,7112,760,159,133756
349,2025-02-14,2025,1099,44,South,Customer 00349,customer00349@example.com,17913,10027,7886,7131,755,158,133853
350,2021-03-15,2021,1100,10,East,Customer 00350,customer00350@example.com,17950,10050,7900,7150,750,157,133950
351,2022-04-16,2022,1101,11,West,Customer 00351,customer00351@example.com,17987,10073,7914,7169,745,156,134047
352,2023-05-17,2023,1102,12,North,Customer 00352,customer00352@example.com,18024,10096,7928,7188,740,155,134144
353,2024-06-18,2024,1103,13,South,Customer 00353,customer00353@example.com,18061,10119,7942,7207,735,154,134241
354,2025-07-19,2025,1104,14,East,Customer 00354,customer00354@example.com,18098,10142,7956,7226,730,153,134338
355,2021-08-20,2021,1105,15,West,Customer 00355,customer00355@example.com,18135,10165,7970,7245,725,152,134435
356,2022-09-21,2022,1106,16,North,Customer 00356,customer00356@example.com,18172,10188,7984,7264,720,151,134532
357,2023-10-22,2023,1107,17,South,Customer 00357,customer00357@example.com,18209,10211,7998,7283,715,150,134629
358,2024-11-23,2024,1108,18,East,Customer 00358,customer00358@example.com,18246,10234,8012,7302,710,149,134726
359,2025-12-24,2025,1109,19,West,Customer 00359,customer00359@example.com,18283,10257,8026,7321,705,148,134823
360,2021-01-25,2021,1110,20,North,Customer 00360,customer00360@example.com,18320,10280,8040,7340,700,147,134920
361,2022-02-26,2022,1111,21,South,Customer 00361,customer00361@example.com,18357,10303,8054,7359,695,145,135017
362,2023-03-27,2023,1112,22,East,Customer 00362,customer00362@example.com,18394,10326,8068,7378,690,144,135114
363,2024-04-28,2024,1113,23,West,Customer 00363,customer00363@example.com,18431,10349,8082,7397,685,143,135211
364,2025-05-01,2025,1114,24,North,Customer 00364,customer00364@example.com,18468,10372,8096,7416,680,142,135308
365,2021-06-02,2021,1115,25,South,Customer 00365,customer00365@example.com,18505,10395,8110,7435,675,141,135405
366,2022-07-03,2022,1116,26,East,Customer 00366,customer00366@example.com,18542,10418,8124,7454,670,140,135502
367,2023-08-04,2023,1117,27,West,Customer 00367,customer00367@example.com,18579,10441,8138,7473,665,139,135599
368,2024-09-05,2024,1118,28,North,Customer 00368,customer00368@example.com,18616,10464,8152,7492,660,138,135696
369,2025-10-06,2025,1119,29,South,Customer 00369,customer00369@example.com,18653,10487,8166,7511,655,137,135793
370,2021-11-07,2021,1120,30,East,Customer 00370,customer00370@example.com,18690,10510,8180,7530,650,136,135890
371,2022-12-08,2022,1121,31,West,Customer 00371,customer00371@example.com,18727,10533,8194,7549,645,135,135987
372,2023-01-09,2023,1122,32,North,Customer 00372,customer00372@example.com,18764,10556,8208,7568,640,134,136084
373,2024-02-10,2024,1123,33,South,Customer 00373,customer00373@example.com,18801,10579,8222,7587,635,133,136181
374,2025-03-11,2025,1124,34,East,Customer 00374,customer00374@example.com,18838,10602,8236,7606,630,132,136278
375,2021-04-12,2021,1125,35,West,Customer 00375,customer00375@example.com,18875,10625,8250,7625,625,131,136375
376,2022-05-13,2022,1126,36,North,Customer 00376,customer00376@example.com,18912,10648,8264,7644,620,130,136472
377,2023-06-14,2023,1127,37,South,Customer 00377,customer00377@example.com,18949,10671,8278,7663,615,129,136569
378,2024-07-15,2024,1128,38,East,Customer 00378,customer00378@example.com,18986,10694,8292,7682,610,128,136666
379,2025-08-16,2025,1129,39,West,Customer 00379,customer00379@example.com,19023,10717,8306,7701,605,127,136763
380,2021-09-17,2021,1130,40,North,Customer 00380,customer00380@example.com,19060,10740,8320,7720,600,126,136860
381,2022-10-18,2022,1131,41,South,Customer 00381,customer00381@example.com,19097,10763,8334,7739,595,124,136957
382,2023-11-19,2023,1132,42,East,Customer 00382,customer00382@example.com,19134,10786,8348,7758,590,123,137054
383,2024-12-20,2024,1133,43,West,Customer 00383,customer00383@example.com,19171,10809,8362,7777,585,122,137151
384,2025-01-21,2025,1134,44,North,Customer 00384,customer00384@example.com,19208,10832,8376,7796,580,121,137248
385,2021-02-22,2021,1135,10,South,Customer 00385,customer00385@example.com,19245,10855,8390,7815,575,120,137345
386,2022-03-23,2022,1136,11,East,Customer 00386,customer00386@example.com,19282,10878,8404,7834,570,119,137442
387,2023-04-24,2023,1137,12,West,Customer 00387,customer00387@example.com,19319,10901,8418,7853,565,118,137539
388,2024-05-25,2024,1138,13,North,Customer 00388,customer00388@example.com,19356,10924,8432,7872,560,117,137636
389,2025-06-26,2025,1139,14,South,Customer 00389,customer00389@example.com,19393,10947,8446,7891,555,116,137733
390,2021-07-27,2021,1140,15,East,Customer 00390,customer00390@example.com,19430,10970,8460,7910,550,115,137830
391,2022-08-28,2022,1141,16,West,Customer 00391,customer00391@example.com,19467,10993,8474,7929,545,114,137927
392,2023-09-01,2023,1142,17,North,Customer 00392,customer00392@example.com,19504,11016,8488,7948,540,113,138024
393,2024-10-02,2024,1143,18,South,Customer 00393,customer00393@example.com,19541,11039,8502,7967,535,112,138121
394,2025-11-03,2025,1144,19,East,Customer 00394,customer00394@example.com,19578,11062,8516,7986,530,111,138218
395,2021-12-04,2021,1145,20,West,Customer 00395,customer00395@example.com,19615,11085,8530,8005,525,110,138315
396,2022-01-05,2022,1146,21,North,Customer 00396,customer00396@example.com,19652,11108,8544,8024,520,109,138412
397,2023-02-06,2023,1147,22,South,Customer 00397,customer00397@example.com,19689,11131,8558,8043,515,108,138509
398,2024-03-07,2024,1148,23,East,Customer 00398,customer00398@example.com,19726,11154,8572,8062,510,107,138606
399,2025-04-08,2025,1149,24,West,Customer 00399,customer00399@example.com,19763,11177,8586,8081,505,106,138703
400,2021-05-09,2021,1150,25,North,Customer 00400,customer00400@example.com,19800,11200,8600,8100,500,105,138800
401,2022-06-10,2022,1151,26,South,Customer 00401,customer00401@example.com,19837,11223,8614,8119,495,103,138897
402,2023-07-11,2023,1152,27,East,Customer 00402,customer00402@example.com,19874,11246,8628,8138,490,102,138994
403,2024-08-12,2024,1153,28,West,Customer 00403,customer00403@example.com,19911,11269,8642,8157,485,101,139091
404,2025-09-13,2025,1154,29,North,Customer 00404,customer00404@example.com,19948,11292,8656,8176,480,100,139188
405,2021-10-14,2021,1155,30,South,Customer 00405,customer00405@example.com,19985,11315,8670,8195,475,99,139285
406,2022-11-15,2022,1156,31,East,Customer 00406,customer00406@example.com,20022,11338,8684,8214,470,98,139382
407,2023-12-16,2023,1157,32,West,Customer 00407,customer00407@example.com,20059,11361,8698,8233,465,97,139479
408,2024-01-17,2024,1158,33,North,Customer 00408,customer00408@example.com,20096,11384,8712,8252,460,96,139576
409,2025-02-18,2025,1159,34,South,Customer 00409,customer00409@example.com,20133,11407,8726,8271,455,95,139673
410,2021-03-19,2021,1160,35,East,Customer 00410,customer00410@example.com,20170,11430,8740,8290,450,94,139770
411,2022-04-20,2022,1161,36,West,Customer 00411,customer00411@example.com,20207,11453,8754,8309,445,93,139867
412,2023-05-21,2023,1162,37,North,Customer 00412,customer00412@example.com,20244,11476,8768,8328,440,92,139964
413,2024-06-22,2024,1163,38,South,Customer 00413,customer00413@example.com,20281,11499,8782,8347,435,91,140061
414,2025-07-23,2025,1164,39,East,Customer 00414,customer00414@example.com,20318,11522,8796,8366,430,90,140158
415,2021-08-24,2021,1165,40,West,Customer 00415,customer00415@example.com,20355,11545,8810,8385,425,89,140255
416,2022-09-25,2022,1166,41,North,Customer 00416,customer00416@example.com,20392,11568,8824,8404,420,88,140352
417,2023-10-26,2023,1167,42,South,Customer 00417,customer00417@example.com,20429,11591,8838,8423,415,87,140449
418,2024-11-27,2024,1168,43,East,Customer 00418,customer00418@example.com,20466,11614,8852,8442,410,86,140546
419,2025-12-28,2025,1169,44,West,Customer 00419,customer00419@example.com,20503,11637,8866,8461,405,85,140643
420,2021-01-01,2021,1170,10,North,Customer 00420,customer00420@example.com,20540,11660,8880,8480,400,84,140740
421,2022-02-02,2022,1171,11,South,Customer 00421,customer00421@example.com,20577,11683,8894,8499,395,82,140837
422,2023-03-03,2023,1172,12,East,Customer 00422,customer00422@example.com,20614,11706,8908,8518,390,81,140934
423,2024-04-04,2024,1173,13,West,Customer 00423,customer00423@example.com,20651,11729,8922,8537,385,80,141031
424,2025-05-05,2025,1174,14,North,Customer 00424,customer00424@example.com,20688,11752,8936,8556,380,79,141128
425,2021-06-06,2021,1175,15,South,Customer 00425,customer00425@example.com,20725,11775,8950,8575,375,78,141225
426,2022-07-07,2022,1176,16,East,Customer 00426,customer00426@example.com,20762,11798,8964,8594,370,77,141322
427,2023-08-08,2023,1177,17,West,Customer 00427,customer00427@example.com,20799,11821,8978,8613,365,76,141419
428,2024-09-09,2024,1178,18,North,Customer 00428,customer00428@example.com,20836,11844,8992,8632,360,75,141516
429,2025-10-10,2025,1179,19,South,Customer 00429,customer00429@example.com,20873,11867,9006,8651,355,74,141613
430,2021-11-11,2021,1180,20,East,Customer 00430,customer00430@example.com,20910,11890,9020,8670,350,73,141710
431,2022-12-12,2022,1181,21,West,Customer 00431,customer00431@example.com,20947,11913,9034,8689,345,72,141807
432,2023-01-13,2023,1182,22,North,Customer 00432,customer00432@example.com,20984,11936,9048,8708,340,71,141904
433,2024-02-14,2024,1183,23,South,Customer 00433,customer00433@example.com,21021,11959,9062,8727,335,70,142001
434,2025-03-15,2025,1184,24,East,Customer 00434,customer00434@example.com,21058,11982,9076,8746,330,69,142098
435,2021-04-16,2021,1185,25,West,Customer 00435,customer00435@example.com,21095,12005,9090,8765,325,68,142195
436,2022-05-17,2022,1186,26,North,Customer 00436,customer00436@example.com,21132,12028,9104,8784,320,67,142292
437,2023-06-18,2023,1187,27,South,Customer 00437,customer00437@example.com,21169,12051,9118,8803,315,66,142389
438,2024-07-19,2024,1188,28,East,Customer 00438,customer00438@example.com,21206,12074,9132,8822,310,65,142486
439,2025-08-20,2025,1189,29,West,Customer 00439,customer00439@example.com,21243,12097,9146,8841,305,64,142583
440,2021-09-21,2021,1190,30,North,Customer 00440,customer00440@example.com,21280,12120,9160,8860,300,63,142680
441,2022-10-22,2022,1191,31,South,Customer 00441,customer00441@example.com,21317,12143,9174,8879,295,61,142777
442,2023-11-23,2023,1192,32,East,Customer 00442,customer00442@example.com,21354,12166,9188,8898,290,60,142874
443,2024-12-24,2024,1193,33,West,Customer 00443,customer00443@example.com,21391,12189,9202,8917,285,59,142971
444,2025-01-25,2025,1194,34,North,Customer 00444,customer00444@example.com,21428,12212,9216,8936,280,58,143068
445,2021-02-26,2021,1195,35,South,Customer 00445,customer00445@example.com,21465,12235,9230,8955,275,57,143165
446,2022-03-27,2022,1196,36,East,Customer 00446,customer00446@example.com,21502,12258,9244,8974,270,56,143262
447,2023-04-28,2023,1197,37,West,Customer 00447,customer00447@example.com,21539,12281,9258,8993,265,55,143359
448,2024-05-01,2024,1198,38,North,Customer 00448,customer00448@example.com,21576,12304,9272,9012,260,54,143456
449,2025-06-02,2025,1199,39,South,Customer 00449,customer00449@example.com,21613,12327,9286,9031,255,53,143553
450,2021-07-03,2021,1200,40,East,Customer 00450,customer00450@example.com,21650,12350,9300,9050,250,52,143650
451,2022-08-04,2022,1201,41,West,Customer 00451,customer00451@example.com,21687,12373,9314,9069,245,51,143747
452,2023-09-05,2023,1202,42,North,Customer 00452,customer00452@example.com,21724,12396,9328,9088,240,50,143844
453,2024-10-06,2024,1203,43,South,Customer 00453,customer00453@example.com,21761,12419,9342,9107,235,49,143941
454,2025-11-07,2025,1204,44,East,Customer 00454,customer00454@example.com,21798,12442,9356,9126,230,48,144038
455,2021-12-08,2021,1205,10,West,Customer 00455,customer00455@example.com,21835,12465,9370,9145,225,47,144135
456,2022-01-09,2022,1206,11,North,Customer 00456,customer00456@example.com,21872,12488,9384,9164,220,46,144232
457,2023-02-10,2023,1207,12,South,Customer 00457,customer00457@example.com,21909,12511,9398,9183,215,45,144329
458,2024-03-11,2024,1208,13,East,Customer 00458,customer00458@example.com,21946,12534,9412,9202,210,44,144426
459,2025-04-12,2025,1209,14,West,Customer 00459,customer00459@example.com,21983,12557,9426,9221,205,43,144523
460,2021-05-13,2021,1210,15,North,Customer 00460,customer00460@example.com,22020,12580,9440,9240,200,42,144620
461,2022-06-14,2022,1211,16,South,Customer 00461,customer00461@example.com,22057,12603,9454,9259,195,40,144717
462,2023-07-15,2023,1212,17,East,Customer 00462,customer00462@example.com,22094,12626,9468,9278,190,39,144814
463,2024-08-16,2024,1213,18,West,Customer 00463,customer00463@example.com,22131,12649,9482,9297,185,38,144911
464,2025-09-17,2025,1214,19,North,Customer 00464,customer00464@example.com,22168,12672,9496,9316,180,37,145008
465,2021-10-18,2021,1215,20,South,Customer 00465,customer00465@example.com,22205,12695,9510,9335,175,36,145105
466,2022-11-19,2022,1216,21,East,Customer 00466,customer00466@example.com,22242,12718,9524,9354,170,35,145202
467,2023-12-20,2023,1217,22,West,Customer 00467,customer00467@example.com,22279,12741,9538,9373,165,34,145299
468,2024-01-21,2024,1218,23,North,Customer 00468,customer00468@example.com,22316,12764,9552,9392,160,33,145396
469,2025-02-22,2025,1219,24,South,Customer 00469,customer00469@example.com,22353,12787,9566,9411,155,32,145493
470,2021-03-23,2021,1220,25,East,Customer 00470,customer00470@example.com,22390,12810,9580,9430,150,31,145590
471,2022-04-24,2022,1221,26,West,Customer 00471,customer00471@example.com,22427,12833,9594,9449,145,30,145687
472,2023-05-25,2023,1222,27,North,Customer 00472,customer00472@example.com,22464,12856,9608,9468,140,29,145784
473,2024-06-26,2024,1223,28,South,Customer 00473,customer00473@example.com,22501,12879,9622,9487,135,28,145881
474,2025-07-27,2025,1224,29,East,Customer 00474,customer00474@example.com,22538,12902,9636,9506,130,27,145978
475,2021-08-28,2021,1225,30,West,Customer 00475,customer00475@example.com,22575,12925,9650,9525,125,26,146075
476,2022-09-01,2022,1226,31,North,Customer 00476,customer00476@example.com,22612,12948,9664,9544,120,25,146172
477,2023-10-02,2023,1227,32,South,Customer 00477,customer00477@example.com,22649,12971,9678,9563,115,24,146269
478,2024-11-03,2024,1228,33,East,Customer 00478,customer00478@example.com,22686,12994,9692,9582,110,23,146366
479,2025-12-04,2025,1229,34,West,Customer 00479,customer00479@example.com,22723,13017,9706,9601,105,22,146463
480,2021-01-05,2021,1230,35,North,Customer 00480,customer00480@example.com,22760,13040,9720,9620,100,21,146560
481,2022-02-06,2022,1231,36,South,Customer 00481,customer00481@example.com,22797,13063,9734,9639,95,19,146657
482,2023-03-07,2023,1232,37,East,Customer 00482,customer00482@example.com,22834,13086,9748,9658,90,18,146754
483,2024-04-08,2024,1233,38,West,Customer 00483,customer00483@example.com,22871,13109,9762,9677,85,17,146851
484,2025-05-09,2025,1234,39,North,Customer 00484,customer00484@example.com,22908,13132,9776,9696,80,16,146948
485,2021-06-10,2021,1235,40,South,Customer 00485,customer00485@example.com,22945,13155,9790,9715,75,15,147045
486,2022-07-11,2022,1236,41,East,Customer 00486,customer00486@example.com,22982,13178,9804,9734,70,14,147142
487,2023-08-12,2023,1237,42,West,Customer 00487,customer00487@example.com,23019,13201,9818,9753,65,13,147239
488,2024-09-13,2024,1238,43,North,Customer 00488,customer00488@example.com,23056,13224,9832,9772,60,12,147336
489,2025-10-14,2025,1239,44,South,Customer 00489,customer00489@example.com,23093,13247,9846,9791,55,11,147433
490,2021-11-15,2021,1240,10,East,Customer 00490,customer00490@example.com,23130,13270,9860,9810,50,10,147530
491,2022-12-16,2022,1241,11,West,Customer 00491,customer00491@example.com,23167,13293,9874,9829,45,9,147627
492,2023-01-17,2023,1242,12,North,Customer 00492,customer00492@example.com,23204,13316,9888,9848,40,8,147724
493,2024-02-18,2024,1243,13,South,Customer 00493,customer00493@example.com,23241,13339,9902,9867,35,7,147821
494,2025-03-19,2025,1244,14,East,Customer 00494,customer00494@example.com,23278,13362,9916,9886,30,6,147918
495,2021-04-20,2021,1245,15,West,Customer 00495,customer00495@example.com,23315,13385,9930,9905,25,5,148015
496,2022-05-21,2022,1246,16,North,Customer 00496,customer00496@example.com,23352,13408,9944,9924,20,4,148112
497,2023-06-22,2023,1247,17,South,Customer 00497,customer00497@example.com,23389,13431,9958,9943,15,3,148209
498,2024-07-23,2024,1248,18,East,Customer 00498,customer00498@example.com,23426,13454,9972,9962,10,2,148306
499,2025-08-24,2025,1249,19,West,Customer 00499,customer00499@example.com,23463,13477,9986,9981,5,1,148403
500,2021-09-25,2021,1000,20,North,Customer 00500,customer00500@example.com,23500,13500,10000,10000,0,0,148500
