record_id,txn_date,fiscal_year,account,department,region,customer_name,customer_email,customer_phone,ssn,credit_card,address,invoice_id,revenue,cogs,gross_profit,operating_expense,net_income,tax_amount,cash_balance,ar_balance,ap_balance
2329,2025-02-06,2025,1079,29,South,Customer 02329,customer02329@example.com,212-555-3329,629-89-3329,5555-5555-5555-4444,"2329 Market St, Suite 629, New York, NY 10001",INV-002329,91173,55567,35606,19751,15855,3329,325913,115489,82541
2330,2021-03-07,2021,1080,30,East,Customer 02330,customer02330@example.com,212-555-3330,630-90-3330,3782-822463-10005,"2330 Market St, Suite 630, New York, NY 10001",INV-002330,91210,55590,35620,19770,15850,3328,326010,115530,82570
2331,2022-04-08,2022,1081,31,West,Customer 02331,customer02331@example.com,212-555-3331,631-91-3331,6011-0009-9013-9424,"2331 Market St, Suite 631, New York, NY 10001",INV-002331,91247,55613,35634,19789,15845,3327,326107,115571,82599
2332,2023-05-09,2023,1082,32,North,Customer 02332,customer02332@example.com,212-555-3332,632-92-3332,4111-1111-1111-1111,"2332 Market St, Suite 632, New York, NY 10001",INV-002332,91284,55636,35648,19808,15840,3326,326204,115612,82628
2333,2024-06-10,2024,1083,33,South,Customer 02333,customer02333@example.com,212-555-3333,633-93-3333,5555-5555-5555-4444,"2333 Market St, Suite 633, New York, NY 10001",INV-002333,91321,55659,35662,19827,15835,3325,326301,115653,82657
2334,2025-07-11,2025,1084,34,East,Customer 02334,customer02334@example.com,212-555-3334,634-94-3334,3782-822463-10005,"2334 Market St, Suite 634, New York, NY 10001",INV-002334,91358,55682,35676,19846,15830,3324,326398,115694,82686
2335,2021-08-12,2021,1085,35,West,Customer 02335,customer02335@example.com,212-555-3335,635-95-3335,6011-0009-9013-9424,"2335 Market St, Suite 635, New York, NY 10001",INV-002335,91395,55705,35690,19865,15825,3323,326495,115735,82715
2336,2022-09-13,2022,1086,36,North,Customer 02336,customer02336@example.com,212-555-3336,636-96-3336,4111-1111-1111-1111,"2336 Market St, Suite 636, New York, NY 10001",INV-002336,91432,55728,35704,19884,15820,3322,326592,115776,82744
2337,2023-10-14,2023,1087,37,South,Customer 02337,customer02337@example.com,212-555-3337,637-97-3337,5555-5555-5555-4444,"2337 Market St, Suite 637, New York, NY 10001",INV-002337,91469,55751,35718,19903,15815,3321,326689,115817,82773
2338,2024-11-15,2024,1088,38,East,Customer 02338,customer02338@example.com,212-555-3338,638-98-3338,3782-822463-10005,"2338 Market St, Suite 638, New York, NY 10001",INV-002338,91506,55774,35732,19922,15810,3320,326786,115858,82802
2339,2025-12-16,2025,1089,39,West,Customer 02339,customer02339@example.com,212-555-3339,639-99-3339,6011-0009-9013-9424,"2339 Market St, Suite 639, New York, NY 10001",INV-002339,91543,55797,35746,19941,15805,3319,326883,115899,82831
2340,2021-01-17,2021,1090,40,North,Customer 02340,customer02340@example.com,212-555-3340,640-10-3340,4111-1111-1111-1111,"2340 Market St, Suite 640, New York, NY 10001",INV-002340,91580,55820,35760,19960,15800,3318,326980,115940,82860
2341,2022-02-18,2022,1091,41,South,Customer 02341,customer02341@example.com,212-555-3341,641-11-3341,5555-5555-5555-4444,"2341 Market St, Suite 641, New York, NY 10001",INV-002341,91617,55843,35774,19979,15795,3316,327077,115981,82889
2342,2023-03-19,2023,1092,42,East,Customer 02342,customer02342@example.com,212-555-3342,642-12-3342,3782-822463-10005,"2342 Market St, Suite 642, New York, NY 10001",INV-002342,91654,55866,35788,19998,15790,3315,327174,116022,82918
2343,2024-04-20,2024,1093,43,West,Customer 02343,customer02343@example.com,212-555-3343,643-13-3343,6011-0009-9013-9424,"2343 Market St, Suite 643, New York, NY 10001",INV-002343,91691,55889,35802,20017,15785,3314,327271,116063,82947
2344,2025-05-21,2025,1094,44,North,Customer 02344,customer02344@example.com,212-555-3344,644-14-3344,4111-1111-1111-1111,"2344 Market St, Suite 644, New York, NY 10001",INV-002344,91728,55912,35816,20036,15780,3313,327368,116104,82976
2345,2021-06-22,2021,1095,10,South,Customer 02345,customer02345@example.com,212-555-3345,645-15-3345,5555-5555-5555-4444,"2345 Market St, Suite 645, New York, NY 10001",INV-002345,91765,55935,35830,20055,15775,3312,327465,116145,83005
2346,2022-07-23,2022,1096,11,East,Customer 02346,customer02346@example.com,212-555-3346,646-16-3346,3782-822463-10005,"2346 Market St, Suite 646, New York, NY 10001",INV-002346,91802,55958,35844,20074,15770,3311,327562,116186,83034
2347,2023-08-24,2023,1097,12,West,Customer 02347,customer02347@example.com,212-555-3347,647-17-3347,6011-0009-9013-9424,"2347 Market St, Suite 647, New York, NY 10001",INV-002347,91839,55981,35858,20093,15765,3310,327659,116227,83063
2348,2024-09-25,2024,1098,13,North,Customer 02348,customer02348@example.com,212-555-3348,648-18-3348,4111-1111-1111-1111,"2348 Market St, Suite 648, New York, NY 10001",INV-002348,91876,56004,35872,20112,15760,3309,327756,116268,83092
2349,2025-10-26,2025,1099,14,South,Customer 02349,customer02349@example.com,212-555-3349,649-19-3349,5555-5555-5555-4444,"2349 Market St, Suite 649, New York, NY 10001",INV-002349,91913,56027,35886,20131,15755,3308,327853,116309,83121
2350,2021-11-27,2021,1100,15,East,Customer 02350,customer02350@example.com,212-555-3350,650-20-3350,3782-822463-10005,"2350 Market St, Suite 650, New York, NY 10001",INV-002350,91950,56050,35900,20150,15750,3307,327950,116350,83150
2351,2022-12-28,2022,1101,16,West,Customer 02351,customer02351@example.com,212-555-3351,651-21-3351,6011-0009-9013-9424,"2351 Market St, Suite 651, New York, NY 10001",INV-002351,91987,56073,35914,20169,15745,3306,328047,116391,83179
2352,2023-01-01,2023,1102,17,North,Customer 02352,customer02352@example.com,212-555-3352,652-22-3352,4111-1111-1111-1111,"2352 Market St, Suite 652, New York, NY 10001",INV-002352,92024,56096,35928,20188,15740,3305,328144,116432,83208
2353,2024-02-02,2024,1103,18,South,Customer 02353,customer02353@example.com,212-555-3353,653-23-3353,5555-5555-5555-4444,"2353 Market St, Suite 653, New York, NY 10001",INV-002353,92061,56119,35942,20207,15735,3304,328241,116473,83237
2354,2025-03-03,2025,1104,19,East,Customer 02354,customer02354@example.com,212-555-3354,654-24-3354,3782-822463-10005,"2354 Market St, Suite 654, New York, NY 10001",INV-002354,92098,56142,35956,20226,15730,3303,328338,116514,83266
2355,2021-04-04,2021,1105,20,West,Customer 02355,customer02355@example.com,212-555-3355,655-25-3355,6011-0009-9013-9424,"2355 Market St, Suite 655, New York, NY 10001",INV-002355,92135,56165,35970,20245,15725,3302,328435,116555,83295
2356,2022-05-05,2022,1106,21,North,Customer 02356,customer02356@example.com,212-555-3356,656-26-3356,4111-1111-1111-1111,"2356 Market St, Suite 656, New York, NY 10001",INV-002356,92172,56188,35984,20264,15720,3301,328532,116596,83324
2357,2023-06-06,2023,1107,22,South,Customer 02357,customer02357@example.com,212-555-3357,657-27-3357,5555-5555-5555-4444,"2357 Market St, Suite 657, New York, NY 10001",INV-002357,92209,56211,35998,20283,15715,3300,328629,116637,83353
2358,2024-07-07,2024,1108,23,East,Customer 02358,customer02358@example.com,212-555-3358,658-28-3358,3782-822463-10005,"2358 Market St, Suite 658, New York, NY 10001",INV-002358,92246,56234,36012,20302,15710,3299,328726,116678,83382
2359,2025-08-08,2025,1109,24,West,Customer 02359,customer02359@example.com,212-555-3359,659-29-3359,6011-0009-9013-9424,"2359 Market St, Suite 659, New York, NY 10001",INV-002359,92283,56257,36026,20321,15705,3298,328823,116719,83411
2360,2021-09-09,2021,1110,25,North,Customer 02360,customer02360@example.com,212-555-3360,660-30-3360,4111-1111-1111-1111,"2360 Market St, Suite 660, New York, NY 10001",INV-002360,92320,56280,36040,20340,15700,3297,328920,116760,83440
2361,2022-10-10,2022,1111,26,South,Customer 02361,customer02361@example.com,212-555-3361,661-31-3361,5555-5555-5555-4444,"2361 Market St, Suite 661, New York, NY 10001",INV-002361,92357,56303,36054,20359,15695,3295,329017,116801,83469
2362,2023-11-11,2023,1112,27,East,Customer 02362,customer02362@example.com,212-555-3362,662-32-3362,3782-822463-10005,"2362 Market St, Suite 662, New York, NY 10001",INV-002362,92394,56326,36068,20378,15690,3294,329114,116842,83498
2363,2024-12-12,2024,1113,28,West,Customer 02363,customer02363@example.com,212-555-3363,663-33-3363,6011-0009-9013-9424,"2363 Market St, Suite 663, New York, NY 10001",INV-002363,92431,56349,36082,20397,15685,3293,329211,116883,83527
2364,2025-01-13,2025,1114,29,North,Customer 02364,customer02364@example.com,212-555-3364,664-34-3364,4111-1111-1111-1111,"2364 Market St, Suite 664, New York, NY 10001",INV-002364,92468,56372,36096,20416,15680,3292,329308,116924,83556
2365,2021-02-14,2021,1115,30,South,Customer 02365,customer02365@example.com,212-555-3365,665-35-3365,5555-5555-5555-4444,"2365 Market St, Suite 665, New York, NY 10001",INV-002365,92505,56395,36110,20435,15675,3291,329405,116965,83585
2366,2022-03-15,2022,1116,31,East,Customer 02366,customer02366@example.com,212-555-3366,666-36-3366,3782-822463-10005,"2366 Market St, Suite 666, New York, NY 10001",INV-002366,92542,56418,36124,20454,15670,3290,329502,117006,83614
2367,2023-04-16,2023,1117,32,West,Customer 02367,customer02367@example.com,212-555-3367,667-37-3367,6011-0009-9013-9424,"2367 Market St, Suite 667, New York, NY 10001",INV-002367,92579,56441,36138,20473,15665,3289,329599,117047,83643
2368,2024-05-17,2024,1118,33,North,Customer 02368,customer02368@example.com,212-555-3368,668-38-3368,4111-1111-1111-1111,"2368 Market St, Suite 668, New York, NY 10001",INV-002368,92616,56464,36152,20492,15660,3288,329696,117088,83672
2369,2025-06-18,2025,1119,34,South,Customer 02369,customer02369@example.com,212-555-3369,669-39-3369,5555-5555-5555-4444,"2369 Market St, Suite 669, New York, NY 10001",INV-002369,92653,56487,36166,20511,15655,3287,329793,117129,83701
2370,2021-07-19,2021,1120,35,East,Customer 02370,customer02370@example.com,212-555-3370,670-40-3370,3782-822463-10005,"2370 Market St, Suite 670, New York, NY 10001",INV-002370,92690,56510,36180,20530,15650,3286,329890,117170,83730
2371,2022-08-20,2022,1121,36,West,Customer 02371,customer02371@example.com,212-555-3371,671-41-3371,6011-0009-9013-9424,"2371 Market St, Suite 671, New York, NY 10001",INV-002371,92727,56533,36194,20549,15645,3285,329987,117211,83759
2372,2023-09-21,2023,1122,37,North,Customer 02372,customer02372@example.com,212-555-3372,672-42-3372,4111-1111-1111-1111,"2372 Market St, Suite 672, New York, NY 10001",INV-002372,92764,56556,36208,20568,15640,3284,330084,117252,83788
2373,2024-10-22,2024,1123,38,South,Customer 02373,customer02373@example.com,212-555-3373,673-43-3373,5555-5555-5555-4444,"2373 Market St, Suite 673, New York, NY 10001",INV-002373,92801,56579,36222,20587,15635,3283,330181,117293,83817
2374,2025-11-23,2025,1124,39,East,Customer 02374,customer02374@example.com,212-555-3374,674-44-3374,3782-822463-10005,"2374 Market St, Suite 674, New York, NY 10001",INV-002374,92838,56602,36236,20606,15630,3282,330278,117334,83846
2375,2021-12-24,2021,1125,40,West,Customer 02375,customer02375@example.com,212-555-3375,675-45-3375,6011-0009-9013-9424,"2375 Market St, Suite 675, New York, NY 10001",INV-002375,92875,56625,36250,20625,15625,3281,330375,117375,83875
2376,2022-01-25,2022,1126,41,North,Customer 02376,customer02376@example.com,212-555-3376,676-46-3376,4111-1111-1111-1111,"2376 Market St, Suite 676, New York, NY 10001",INV-002376,92912,56648,36264,20644,15620,3280,330472,117416,83904
2377,2023-02-26,2023,1127,42,South,Customer 02377,customer02377@example.com,212-555-3377,677-47-3377,5555-5555-5555-4444,"2377 Market St, Suite 677, New York, NY 10001",INV-002377,92949,56671,36278,20663,15615,3279,330569,117457,83933
2378,2024-03-27,2024,1128,43,East,Customer 02378,customer02378@example.com,212-555-3378,678-48-3378,3782-822463-10005,"2378 Market St, Suite 678, New York, NY 10001",INV-002378,92986,56694,36292,20682,15610,3278,330666,117498,83962
2379,2025-04-28,2025,1129,44,West,Customer 02379,customer02379@example.com,212-555-3379,679-49-3379,6011-0009-9013-9424,"2379 Market St, Suite 679, New York, NY 10001",INV-002379,93023,56717,36306,20701,15605,3277,330763,117539,83991
2380,2021-05-01,2021,1130,10,North,Customer 02380,customer02380@example.com,212-555-3380,680-50-3380,4111-1111-1111-1111,"2380 Market St, Suite 680, New York, NY 10001",INV-002380,93060,56740,36320,20720,15600,3276,330860,117580,84020
2381,2022-06-02,2022,1131,11,South,Customer 02381,customer02381@example.com,212-555-3381,681-51-3381,5555-5555-5555-4444,"2381 Market St, Suite 681, New York, NY 10001",INV-002381,93097,56763,36334,20739,15595,3274,330957,117621,84049
2382,2023-07-03,2023,1132,12,East,Customer 02382,customer02382@example.com,212-555-3382,682-52-3382,3782-822463-10005,"2382 Market St, Suite 682, New York, NY 10001",INV-002382,93134,56786,36348,20758,15590,3273,331054,117662,84078
2383,2024-08-04,2024,1133,13,West,Customer 02383,customer02383@example.com,212-555-3383,683-53-3383,6011-0009-9013-9424,"2383 Market St, Suite 683, New York, NY 10001",INV-002383,93171,56809,36362,20777,15585,3272,331151,117703,84107
2384,2025-09-05,2025,1134,14,North,Customer 02384,customer02384@example.com,212-555-3384,684-54-3384,4111-1111-1111-1111,"2384 Market St, Suite 684, New York, NY 10001",INV-002384,93208,56832,36376,20796,15580,3271,331248,117744,84136
2385,2021-10-06,2021,1135,15,South,Customer 02385,customer02385@example.com,212-555-3385,685-55-3385,5555-5555-5555-4444,"2385 Market St, Suite 685, New York, NY 10001",INV-002385,93245,56855,36390,20815,15575,3270,331345,117785,84165
2386,2022-11-07,2022,1136,16,East,Customer 02386,customer02386@example.com,212-555-3386,686-56-3386,3782-822463-10005,"2386 Market St, Suite 686, New York, NY 10001",INV-002386,93282,56878,36404,20834,15570,3269,331442,117826,84194
2387,2023-12-08,2023,1137,17,West,Customer 02387,customer02387@example.com,212-555-3387,687-57-3387,6011-0009-9013-9424,"2387 Market St, Suite 687, New York, NY 10001",INV-002387,93319,56901,36418,20853,15565,3268,331539,117867,84223
2388,2024-01-09,2024,1138,18,North,Customer 02388,customer02388@example.com,212-555-3388,688-58-3388,4111-1111-1111-1111,"2388 Market St, Suite 688, New York, NY 10001",INV-002388,93356,56924,36432,20872,15560,3267,331636,117908,84252
2389,2025-02-10,2025,1139,19,South,Customer 02389,customer02389@example.com,212-555-3389,689-59-3389,5555-5555-5555-4444,"2389 Market St, Suite 689, New York, NY 10001",INV-002389,93393,56947,36446,20891,15555,3266,331733,117949,84281
2390,2021-03-11,2021,1140,20,East,Customer 02390,customer02390@example.com,212-555-3390,690-60-3390,3782-822463-10005,"2390 Market St, Suite 690, New York, NY 10001",INV-002390,93430,56970,36460,20910,15550,3265,331830,117990,84310
2391,2022-04-12,2022,1141,21,West,Customer 02391,customer02391@example.com,212-555-3391,691-61-3391,6011-0009-9013-9424,"2391 Market St, Suite 691, New York, NY 10001",INV-002391,93467,56993,36474,20929,15545,3264,331927,118031,84339
2392,2023-05-13,2023,1142,22,North,Customer 02392,customer02392@example.com,212-555-3392,692-62-3392,4111-1111-1111-1111,"2392 Market St, Suite 692, New York, NY 10001",INV-002392,93504,57016,36488,20948,15540,3263,332024,118072,84368
2393,2024-06-14,2024,1143,23,South,Customer 02393,customer02393@example.com,212-555-3393,693-63-3393,5555-5555-5555-4444,"2393 Market St, Suite 693, New York, NY 10001",INV-002393,93541,57039,36502,20967,15535,3262,332121,118113,84397
2394,2025-07-15,2025,1144,24,East,Customer 02394,customer02394@example.com,212-555-3394,694-64-3394,3782-822463-10005,"2394 Market St, Suite 694, New York, NY 10001",INV-002394,93578,57062,36516,20986,15530,3261,332218,118154,84426
2395,2021-08-16,2021,1145,25,West,Customer 02395,customer02395@example.com,212-555-3395,695-65-3395,6011-0009-9013-9424,"2395 Market St, Suite 695, New York, NY 10001",INV-002395,93615,57085,36530,21005,15525,3260,332315,118195,84455
2396,2022-09-17,2022,1146,26,North,Customer 02396,customer02396@example.com,212-555-3396,696-66-3396,4111-1111-1111-1111,"2396 Market St, Suite 696, New York, NY 10001",INV-002396,93652,57108,36544,21024,15520,3259,332412,118236,84484
2397,2023-10-18,2023,1147,27,South,Customer 02397,customer02397@example.com,212-555-3397,697-67-3397,5555-5555-5555-4444,"2397 Market St, Suite 697, New York, NY 10001",INV-002397,93689,57131,36558,21043,15515,3258,332509,118277,84513
2398,2024-11-19,2024,1148,28,East,Customer 02398,customer02398@example.com,212-555-3398,698-68-3398,3782-822463-10005,"2398 Market St, Suite 698, New York, NY 10001",INV-002398,93726,57154,36572,21062,15510,3257,332606,118318,84542
2399,2025-12-20,2025,1149,29,West,Customer 02399,customer02399@example.com,212-555-3399,699-69-3399,6011-0009-9013-9424,"2399 Market St, Suite 699, New York, NY 10001",INV-002399,93763,57177,36586,21081,15505,3256,332703,118359,84571
2400,2021-01-21,2021,1150,30,North,Customer 02400,customer02400@example.com,212-555-3400,700-70-3400,4111-1111-1111-1111,"2400 Market St, Suite 700, New York, NY 10001",INV-002400,93800,57200,36600,21100,15500,3255,332800,118400,84600
2401,2022-02-22,2022,1151,31,South,Customer 02401,customer02401@example.com,212-555-3401,701-71-3401,5555-5555-5555-4444,"2401 Market St, Suite 701, New York, NY 10001",INV-002401,93837,57223,36614,21119,15495,3253,332897,118441,84629
2402,2023-03-23,2023,1152,32,East,Customer 02402,customer02402@example.com,212-555-3402,702-72-3402,3782-822463-10005,"2402 Market St, Suite 702, New York, NY 10001",INV-002402,93874,57246,36628,21138,15490,3252,332994,118482,84658
2403,2024-04-24,2024,1153,33,West,Customer 02403,customer02403@example.com,212-555-3403,703-73-3403,6011-0009-9013-9424,"2403 Market St, Suite 703, New York, NY 10001",INV-002403,93911,57269,36642,21157,15485,3251,333091,118523,84687
2404,2025-05-25,2025,1154,34,North,Customer 02404,customer02404@example.com,212-555-3404,704-74-3404,4111-1111-1111-1111,"2404 Market St, Suite 704, New York, NY 10001",INV-002404,93948,57292,36656,21176,15480,3250,333188,118564,84716
2405,2021-06-26,2021,1155,35,South,Customer 02405,customer02405@example.com,212-555-3405,705-75-3405,5555-5555-5555-4444,"2405 Market St, Suite 705, New York, NY 10001",INV-002405,93985,57315,36670,21195,15475,3249,333285,118605,84745
2406,2022-07-27,2022,1156,36,East,Customer 02406,customer02406@example.com,212-555-3406,706-76-3406,3782-822463-10005,"2406 Market St, Suite 706, New York, NY 10001",INV-002406,94022,57338,36684,21214,15470,3248,333382,118646,84774
2407,2023-08-28,2023,1157,37,West,Customer 02407,customer02407@example.com,212-555-3407,707-77-3407,6011-0009-9013-9424,"2407 Market St, Suite 707, New York, NY 10001",INV-002407,94059,57361,36698,21233,15465,3247,333479,118687,84803
2408,2024-09-01,2024,1158,38,North,Customer 02408,customer02408@example.com,212-555-3408,708-78-3408,4111-1111-1111-1111,"2408 Market St, Suite 708, New York, NY 10001",INV-002408,94096,57384,36712,21252,15460,3246,333576,118728,84832
2409,2025-10-02,2025,1159,39,South,Customer 02409,customer02409@example.com,212-555-3409,709-79-3409,5555-5555-5555-4444,"2409 Market St, Suite 709, New York, NY 10001",INV-002409,94133,57407,36726,21271,15455,3245,333673,118769,84861
2410,2021-11-03,2021,1160,40,East,Customer 02410,customer02410@example.com,212-555-3410,710-80-3410,3782-822463-10005,"2410 Market St, Suite 710, New York, NY 10001",INV-002410,94170,57430,36740,21290,15450,3244,333770,118810,84890
2411,2022-12-04,2022,1161,41,West,Customer 02411,customer02411@example.com,212-555-3411,711-81-3411,6011-0009-9013-9424,"2411 Market St, Suite 711, New York, NY 10001",INV-002411,94207,57453,36754,21309,15445,3243,333867,118851,84919
2412,2023-01-05,2023,1162,42,North,Customer 02412,customer02412@example.com,212-555-3412,712-82-3412,4111-1111-1111-1111,"2412 Market St, Suite 712, New York, NY 10001",INV-002412,94244,57476,36768,21328,15440,3242,333964,118892,84948
2413,2024-02-06,2024,1163,43,South,Customer 02413,customer02413@example.com,212-555-3413,713-83-3413,5555-5555-5555-4444,"2413 Market St, Suite 713, New York, NY 10001",INV-002413,94281,57499,36782,21347,15435,3241,334061,118933,84977
2414,2025-03-07,2025,1164,44,East,Customer 02414,customer02414@example.com,212-555-3414,714-84-3414,3782-822463-10005,"2414 Market St, Suite 714, New York, NY 10001",INV-002414,94318,57522,36796,21366,15430,3240,334158,118974,85006
2415,2021-04-08,2021,1165,10,West,Customer 02415,customer02415@example.com,212-555-3415,715-85-3415,6011-0009-9013-9424,"2415 Market St, Suite 715, New York, NY 10001",INV-002415,94355,57545,36810,21385,15425,3239,334255,119015,85035
2416,2022-05-09,2022,1166,11,North,Customer 02416,customer02416@example.com,212-555-3416,716-86-3416,4111-1111-1111-1111,"2416 Market St, Suite 716, New York, NY 10001",INV-002416,94392,57568,36824,21404,15420,3238,334352,119056,85064
2417,2023-06-10,2023,1167,12,South,Customer 02417,customer02417@example.com,212-555-3417,717-87-3417,5555-5555-5555-4444,"2417 Market St, Suite 717, New York, NY 10001",INV-002417,94429,57591,36838,21423,15415,3237,334449,119097,85093
2418,2024-07-11,2024,1168,13,East,Customer 02418,customer02418@example.com,212-555-3418,718-88-3418,3782-822463-10005,"2418 Market St, Suite 718, New York, NY 10001",INV-002418,94466,57614,36852,21442,15410,3236,334546,119138,85122
2419,2025-08-12,2025,1169,14,West,Customer 02419,customer02419@example.com,212-555-3419,719-89-3419,6011-0009-9013-9424,"2419 Market St, Suite 719, New York, NY 10001",INV-002419,94503,57637,36866,21461,15405,3235,334643,119179,85151
2420,2021-09-13,2021,1170,15,North,Customer 02420,customer02420@example.com,212-555-3420,720-90-3420,4111-1111-1111-1111,"2420 Market St, Suite 720, New York, NY 10001",INV-002420,94540,57660,36880,21480,15400,3234,334740,119220,85180
2421,2022-10-14,2022,1171,16,South,Customer 02421,customer02421@example.com,212-555-3421,721-91-3421,5555-5555-5555-4444,"2421 Market St, Suite 721, New York, NY 10001",INV-002421,94577,57683,36894,21499,15395,3232,334837,119261,85209
2422,2023-11-15,2023,1172,17,East,Customer 02422,customer02422@example.com,212-555-3422,722-92-3422,3782-822463-10005,"2422 Market St, Suite 722, New York, NY 10001",INV-002422,94614,57706,36908,21518,15390,3231,334934,119302,85238
2423,2024-12-16,2024,1173,18,West,Customer 02423,customer02423@example.com,212-555-3423,723-93-3423,6011-0009-9013-9424,"2423 Market St, Suite 723, New York, NY 10001",INV-002423,94651,57729,36922,21537,15385,3230,335031,119343,85267
2424,2025-01-17,2025,1174,19,North,Customer 02424,customer02424@example.com,212-555-3424,724-94-3424,4111-1111-1111-1111,"2424 Market St, Suite 724, New York, NY 10001",INV-002424,94688,57752,36936,21556,15380,3229,335128,119384,85296
2425,2021-02-18,2021,1175,20,South,Customer 02425,customer02425@example.com,212-555-3425,725-95-3425,5555-5555-5555-4444,"2425 Market St, Suite 725, New York, NY 10001",INV-002425,94725,57775,36950,21575,15375,3228,335225,119425,85325
2426,2022-03-19,2022,1176,21,East,Customer 02426,customer02426@example.com,212-555-3426,726-96-3426,3782-822463-10005,"2426 Market St, Suite 726, New York, NY 10001",INV-002426,94762,57798,36964,21594,15370,3227,335322,119466,85354
2427,2023-04-20,2023,1177,22,West,Customer 02427,customer02427@example.com,212-555-3427,727-97-3427,6011-0009-9013-9424,"2427 Market St, Suite 727, New York, NY 10001",INV-002427,94799,57821,36978,21613,15365,3226,335419,119507,85383
2428,2024-05-21,2024,1178,23,North,Customer 02428,customer02428@example.com,212-555-3428,728-98-3428,4111-1111-1111-1111,"2428 Market St, Suite 728, New York, NY 10001",INV-002428,94836,57844,36992,21632,15360,3225,335516,119548,85412
2429,2025-06-22,2025,1179,24,South,Customer 02429,customer02429@example.com,212-555-3429,729-99-3429,5555-5555-5555-4444,"2429 Market St, Suite 729, New York, NY 10001",INV-002429,94873,57867,37006,21651,15355,3224,335613,119589,85441
2430,2021-07-23,2021,1180,25,East,Customer 02430,customer02430@example.com,212-555-3430,730-10-3430,3782-822463-10005,"2430 Market St, Suite 730, New York, NY 10001",INV-002430,94910,57890,37020,21670,15350,3223,335710,119630,85470
2431,2022-08-24,2022,1181,26,West,Customer 02431,customer02431@example.com,212-555-3431,731-11-3431,6011-0009-9013-9424,"2431 Market St, Suite 731, New York, NY 10001",INV-002431,94947,57913,37034,21689,15345,3222,335807,119671,85499
2432,2023-09-25,2023,1182,27,North,Customer 02432,customer02432@example.com,212-555-3432,732-12-3432,4111-1111-1111-1111,"2432 Market St, Suite 732, New York, NY 10001",INV-002432,94984,57936,37048,21708,15340,3221,335904,119712,85528
2433,2024-10-26,2024,1183,28,South,Customer 02433,customer02433@example.com,212-555-3433,733-13-3433,5555-5555-5555-4444,"2433 Market St, Suite 733, New York, NY 10001",INV-002433,95021,57959,37062,21727,15335,3220,336001,119753,85557
2434,2025-11-27,2025,1184,29,East,Customer 02434,customer02434@example.com,212-555-3434,734-14-3434,3782-822463-10005,"2434 Market St, Suite 734, New York, NY 10001",INV-002434,95058,57982,37076,21746,15330,3219,336098,119794,85586
2435,2021-12-28,2021,1185,30,West,Customer 02435,customer02435@example.com,212-555-3435,735-15-3435,6011-0009-9013-9424,"2435 Market St, Suite 735, New York, NY 10001",INV-002435,95095,58005,37090,21765,15325,3218,336195,119835,85615
2436,2022-01-01,2022,1186,31,North,Customer 02436,customer02436@example.com,212-555-3436,736-16-3436,4111-1111-1111-1111,"2436 Market St, Suite 736, New York, NY 10001",INV-002436,95132,58028,37104,21784,15320,3217,336292,119876,85644
2437,2023-02-02,2023,1187,32,South,Customer 02437,customer02437@example.com,212-555-3437,737-17-3437,5555-5555-5555-4444,"2437 Market St, Suite 737, New York, NY 10001",INV-002437,95169,58051,37118,21803,15315,3216,336389,119917,85673
2438,2024-03-03,2024,1188,33,East,Customer 02438,customer02438@example.com,212-555-3438,738-18-3438,3782-822463-10005,"2438 Market St, Suite 738, New York, NY 10001",INV-002438,95206,58074,37132,21822,15310,3215,336486,119958,85702
2439,2025-04-04,2025,1189,34,West,Customer 02439,customer02439@example.com,212-555-3439,739-19-3439,6011-0009-9013-9424,"2439 Market St, Suite 739, New York, NY 10001",INV-002439,95243,58097,37146,21841,15305,3214,336583,119999,85731
2440,2021-05-05,2021,1190,35,North,Customer 02440,customer02440@example.com,212-555-3440,740-20-3440,4111-1111-1111-1111,"2440 Market St, Suite 740, New York, NY 10001",INV-002440,95280,58120,37160,21860,15300,3213,336680,120040,85760
2441,2022-06-06,2022,1191,36,South,Customer 02441,customer02441@example.com,212-555-3441,741-21-3441,5555-5555-5555-4444,"2441 Market St, Suite 741, New York, NY 10001",INV-002441,95317,58143,37174,21879,15295,3211,336777,120081,85789
2442,2023-07-07,2023,1192,37,East,Customer 02442,customer02442@example.com,212-555-3442,742-22-3442,3782-822463-10005,"2442 Market St, Suite 742, New York, NY 10001",INV-002442,95354,58166,37188,21898,15290,3210,336874,120122,85818
2443,2024-08-08,2024,1193,38,West,Customer 02443,customer02443@example.com,212-555-3443,743-23-3443,6011-0009-9013-9424,"2443 Market St, Suite 743, New York, NY 10001",INV-002443,95391,58189,37202,21917,15285,3209,336971,120163,85847
2444,2025-09-09,2025,1194,39,North,Customer 02444,customer02444@example.com,212-555-3444,744-24-3444,4111-1111-1111-1111,"2444 Market St, Suite 744, New York, NY 10001",INV-002444,95428,58212,37216,21936,15280,3208,337068,120204,85876
2445,2021-10-10,2021,1195,40,South,Customer 02445,customer02445@example.com,212-555-3445,745-25-3445,5555-5555-5555-4444,"2445 Market St, Suite 745, New York, NY 10001",INV-002445,95465,58235,37230,21955,15275,3207,337165,120245,85905
2446,2022-11-11,2022,1196,41,East,Customer 02446,customer02446@example.com,212-555-3446,746-26-3446,3782-822463-10005,"2446 Market St, Suite 746, New York, NY 10001",INV-002446,95502,58258,37244,21974,15270,3206,337262,120286,85934
